0.5500,5753.8526
0.5500,5690.3174
0.5500,5760.4657
0.5500,5768.7655
0.5500,5617.9316
0.5500,5619.5978
0.5500,5609.9442
0.5500,5720.6282
0.5500,5714.1043
0.5500,5646.2684
0.5500,5756.3778
0.5500,5711.4222
0.5500,5772.1747
0.5500,5757.9706
0.5500,5777.2748
0.6000,6134.8084
0.6000,6074.1253
0.6000,6122.6212
0.6000,6122.5394
0.6000,6111.4790
0.6000,6014.0469
0.6000,6125.7208
0.6000,6198.1751
0.6000,6139.7615
0.6000,6114.6028
0.6000,6153.4035
0.6000,6122.0015
0.6000,6111.1201
0.6000,6132.2883
0.6000,6294.0075
0.6500,6329.2482
0.6500,6314.3896
0.6500,6484.5151
0.6500,6368.0036
0.6500,6337.3448
0.6500,6434.8296
0.6500,6516.4065
0.6500,6534.4178
0.6500,6516.0868
0.6500,6554.8416
0.6500,6588.2939
0.6500,7012.8752
0.6500,6639.5167
0.6500,6591.0553
0.6500,6312.9972
0.7000,6398.4796
0.7000,6501.0155
0.7000,6477.5865
0.7000,6381.2215
0.7000,6525.6820
0.7000,6519.9657
0.7000,6510.9925
0.7000,6524.9979
0.7000,6499.6242
0.7000,6479.8249
0.7000,6478.6227
0.7000,6471.7723
0.7000,6477.3855
0.7000,6481.1525
0.7000,6457.0815
0.7500,6621.6564
0.7500,6624.9022
0.7500,6617.5121
0.7500,6622.0674
0.7500,6611.0582
0.7500,6599.7115
0.7500,6633.1907
0.7500,6620.0539
0.7500,6622.8871
0.7500,6632.0356
0.7500,6619.2688
0.7500,6608.8552
0.7500,6628.9726
0.7500,6624.9196
0.7500,6506.4531
0.8000,6587.1806
0.8000,6700.4680
0.8000,6700.7458
0.8000,6591.4228
0.8000,6708.3340
0.8000,6715.1050
0.8000,6705.0469
0.8000,6710.2096
0.8000,6707.7880
0.8000,6716.2142
0.8000,6589.5811
0.8000,6704.8449
0.8000,6585.9336
0.8000,6705.2474
0.8000,6585.8221
0.8500,6766.7614
0.8500,6766.3251
0.8500,6761.2597
0.8500,6699.7646
0.8500,6761.9734
0.8500,6764.9983
0.8500,6776.2083
0.8500,6774.2731
0.8500,6797.4142
0.8500,6770.6215
0.8500,6778.0551
0.8500,6649.8897
0.8500,6774.7573
0.8500,6779.1276
0.8500,6767.3188
0.9000,6797.9518
0.9000,6799.1389
0.9000,6804.1230
0.9000,6810.3373
0.9000,6805.5894
0.9000,6795.4093
0.9000,6798.0398
0.9000,6800.7717
0.9000,6798.4601
0.9000,6814.2108
0.9000,6791.6617
0.9000,6669.7835
0.9000,6793.2359
0.9000,6673.2424
0.9000,6796.4726
0.9500,6805.7994
0.9500,6809.0350
0.9500,6805.2817
0.9500,6810.1568
0.9500,6667.8666
0.9500,6808.0396
0.9500,6797.9840
0.9500,6798.8201
0.9500,6811.9916
0.9500,6806.6822
0.9500,6803.8151
0.9500,6676.7679
0.9500,6669.5418
0.9500,6800.3059
0.9500,6672.1018
1.0000,6781.3201
1.0000,6797.7915
1.0000,6779.6191
1.0000,6665.6095
1.0000,6793.0935
1.0000,6777.8060
1.0000,6783.3578
1.0000,6794.9915
1.0000,6786.3231
1.0000,6653.4012
1.0000,6784.7000
1.0000,6785.5204
1.0000,6782.7554
1.0000,6789.5649
1.0000,6655.6007
