0.4500,3634.4812
0.4500,3598.9845
0.4500,3648.0986
0.4500,3730.2752
0.4500,3652.8592
0.4500,3597.9704
0.4500,3650.5331
0.4500,3639.6118
0.4500,3680.7124
0.4500,3791.4196
0.4500,3699.4833
0.4500,3705.3768
0.4500,3589.4882
0.4500,3718.6679
0.4500,3589.1095
0.5000,4421.9824
0.5000,4402.3938
0.5000,4423.0687
0.5000,4466.2869
0.5000,4405.6553
0.5000,4419.4776
0.5000,4429.5073
0.5000,4454.3471
0.5000,4443.9301
0.5000,4452.3519
0.5000,4454.0958
0.5000,4454.2127
0.5000,4483.2973
0.5000,4408.0204
0.5000,4459.0787
